ts_code,name,category,item,status,evidence,gap
600900.SH,长江电力,基本面,投资资金来源,有利,经营现金流可覆盖本期资本开支,未逐项目核验用途
600900.SH,长江电力,基本面,融资停止后的可持续性,证据不足,现金缓冲与现金流信号分化,补受限资金、授信和债务期限
600900.SH,长江电力,基本面,原材料与中间品成本,有利,2026H1毛利率同比变化+1.77个百分点，未见明显成本吞噬,仍缺分部采购价格
600900.SH,长江电力,基本面,定价权与成本转嫁,有利,毛利率同比提升1.77个百分点，至少未显示当期转嫁恶化,不能仅凭毛利率证明长期定价权
600900.SH,长江电力,基本面,营收向利润的转化,有利,2026H1收入同比3.4%、扣非同比8.4%,仍需分部毛利验证
600900.SH,长江电力,基本面,利润向自由现金流的转化,有利,2026H1归母147.56亿元、FCF代理196.94亿元,FCF代理口径仍有限制
600900.SH,长江电力,流动性,通胀,当期恶化，持续性待确认,全国CPI 202608同比0.8%；PPI同比3.8%，较前月3.5%扩大,单月扩大尚不足以确认货币收紧；需继续观察PPI持续性和公司分部成本传导
600900.SH,长江电力,流动性,政策利率与债券收益率,有利,最近可得LPR（20260720）1年/5年为3.00%/3.50%，本年未上调,10年国债收益率接口无权限，未纳入
600900.SH,长江电力,流动性,信用与融资条件,证据不足,202607 M2同比7.7%，单一货币总量不能证明企业信用利差和再融资条件,缺信用利差、债券发行与银行授信
600900.SH,长江电力,流动性,高投资项目对低成本资金的依赖,有利,未同时出现资本开支超过CFO与融资债务明显增加,未逐项目测算ROIC
600900.SH,长江电力,流动性,监管与产业政策,证据不足,本批未逐行业核验2026-09-09前后的监管和产业政策变化,单股决策前补行业政策
600900.SH,长江电力,流动性,ETF申赎,有利,515450份额近20个可得交易日变化1.7%，未见明显赎回,单只ETF不能代表全市场被动资金
600900.SH,长江电力,流动性,基金仓位,证据不足,当日PCF确认成分身份，但未取得全市场基金仓位和集中度变化,补基金季报与主动基金持仓
600900.SH,长江电力,流动性,主线增量资金,证据不足,个股20日资金分档净额0.85亿元，与ETF份额信号未形成明确同向结论,补机构、产业资本和主动基金证据
600900.SH,长江电力,流动性,融资余额增速,有利,融资余额约40日变化6.0%，未见快速杠杆扩张,不代表无其他杠杆
600900.SH,长江电力,流动性,新增融资集中度,证据不足,仅取得个股融资余额，未取得同指数和行业新增融资分布,补横截面融资集中度
600900.SH,长江电力,流动性,股价对杠杆资金的依赖,证据不足,融资与价格未形成足以识别边际定价者的证据,需融资变动后的价格响应和多类买盘
600900.SH,长江电力,流动性,龙头表现,证据不足,个股20日回报0.1%，但未完成行业龙头身份和同业相对强弱核验,补行业横截面
600900.SH,长江电力,流动性,市场广度,当期恶化，持续性待确认,2026-09-09全A上涨家数占比32.3%，下跌3642家，单日广度偏弱,需5—20日持续窗口确认
600900.SH,长江电力,流动性,获利资金与回调承接,有利,20日资金分档净额0.85亿元、股价回报0.1%,资金分档不等于真实主体
600900.SH,长江电力,预期,价格隐含的增长年限,有利,现价未高于批量公允价值上限,不代表具备安全边际
600900.SH,长江电力,预期,产业进度与远期预期的距离,证据不足,50家公司均有成熟业务，但本批未逐项读取产业报告和第二增长曲线里程碑,高估值标的需单独补产业进度
600900.SH,长江电力,预期,新信息对盈利预测的推动,证据不足,未取得逐股一致预期修订与公告事件研究,补券商一致预期和公告后修订
600900.SH,长江电力,预期,同类利好的边际反应,证据不足,未建立逐股同类事件样本,补事件日与后续5/20日反应
600900.SH,长江电力,预期,财报披露节点,有利,2026H1扣非同比8.4%，未与CFO形成明确双弱,仍需Q3验证
600900.SH,长江电力,预期,订单、收入与利润的一致性,证据不足,2026H1收入同比3.4%、扣非同比8.4%，但订单口径未取得,补订单、合同负债和交付
600900.SH,长江电力,预期,利润与现金流的一致性,有利,2026H1归母147.56亿元、FCF代理196.94亿元,代理口径有限
600900.SH,长江电力,预期,真实应用与产品验证,有利,入选公司均已有多年法定财务报表和持续收入，核心业务不是未商业化概念,第二增长曲线仍需单独核验
600900.SH,长江电力,预期,实际业绩与价格隐含预期,有利,现价未超过批量公允价值上限,仍需单股产业与一致预期交叉验证
600887.SH,伊利股份,基本面,资本开支规模,有利,2026H1 CFO97.59亿元覆盖资本开支13.04亿元,仍需验证在建项目回报
600887.SH,伊利股份,基本面,经营现金流,有利,2026H1 CFO97.59亿元，同比229.2%,继续与利润转化交叉核验
600887.SH,伊利股份,基本面,自由现金流,有利,2026H1 FCF代理84.55亿元,代理未调整租赁和非现金投资
600887.SH,伊利股份,基本面,投资资金来源,有利,经营现金流可覆盖本期资本开支,未逐项目核验用途
600887.SH,伊利股份,基本面,融资停止后的可持续性,证据不足,现金缓冲与现金流信号分化,补受限资金、授信和债务期限
600887.SH,伊利股份,基本面,原材料与中间品成本,有利,2026H1毛利率同比变化+0.39个百分点，未见明显成本吞噬,仍缺分部采购价格
600887.SH,伊利股份,基本面,定价权与成本转嫁,证据不足,毛利率变化不足以识别价格与成本转嫁机制,补产品价格和单位成本
600887.SH,伊利股份,基本面,营收向利润的转化,不利信号出现,2026H1收入同比4.1%但扣非同比-20.2%，出现增收不增利,H2验证利润率是否修复
600887.SH,伊利股份,基本面,利润向自由现金流的转化,有利,2026H1归母57.59亿元、FCF代理84.55亿元,FCF代理口径仍有限制
600887.SH,伊利股份,流动性,通胀,当期恶化，持续性待确认,全国CPI 202608同比0.8%；PPI同比3.8%，较前月3.5%扩大,单月扩大尚不足以确认货币收紧；需继续观察PPI持续性和公司分部成本传导
600887.SH,伊利股份,流动性,政策利率与债券收益率,有利,最近可得LPR（20260720）1年/5年为3.00%/3.50%，本年未上调,10年国债收益率接口无权限，未纳入
600887.SH,伊利股份,流动性,信用与融资条件,证据不足,202607 M2同比7.7%，单一货币总量不能证明企业信用利差和再融资条件,缺信用利差、债券发行与银行授信
600887.SH,伊利股份,流动性,高投资项目对低成本资金的依赖,有利,未同时出现资本开支超过CFO与融资债务明显增加,未逐项目测算ROIC
600887.SH,伊利股份,流动性,监管与产业政策,证据不足,本批未逐行业核验2026-09-09前后的监管和产业政策变化,单股决策前补行业政策
600887.SH,伊利股份,流动性,ETF申赎,有利,515450份额近20个可得交易日变化1.7%，未见明显赎回,单只ETF不能代表全市场被动资金
600887.SH,伊利股份,流动性,基金仓位,证据不足,当日PCF确认成分身份，但未取得全市场基金仓位和集中度变化,补基金季报与主动基金持仓
600887.SH,伊利股份,流动性,主线增量资金,证据不足,个股20日资金分档净额0.79亿元，与ETF份额信号未形成明确同向结论,补机构、产业资本和主动基金证据
600887.SH,伊利股份,流动性,融资余额增速,有利,融资余额约40日变化-5.1%，未见快速杠杆扩张,不代表无其他杠杆
600887.SH,伊利股份,流动性,新增融资集中度,证据不足,仅取得个股融资余额，未取得同指数和行业新增融资分布,补横截面融资集中度
600887.SH,伊利股份,流动性,股价对杠杆资金的依赖,证据不足,融资与价格未形成足以识别边际定价者的证据,需融资变动后的价格响应和多类买盘
600887.SH,伊利股份,流动性,龙头表现,证据不足,个股20日回报2.1%，但未完成行业龙头身份和同业相对强弱核验,补行业横截面
600887.SH,伊利股份,流动性,市场广度,当期恶化，持续性待确认,2026-09-09全A上涨家数占比32.3%，下跌3642家，单日广度偏弱,需5—20日持续窗口确认
600887.SH,伊利股份,流动性,获利资金与回调承接,有利,20日资金分档净额0.79亿元、股价回报2.1%,资金分档不等于真实主体
600887.SH,伊利股份,预期,价格隐含的增长年限,有利,现价未高于批量公允价值上限,不代表具备安全边际
600887.SH,伊利股份,预期,产业进度与远期预期的距离,证据不足,50家公司均有成熟业务，但本批未逐项读取产业报告和第二增长曲线里程碑,高估值标的需单独补产业进度
600887.SH,伊利股份,预期,新信息对盈利预测的推动,证据不足,未取得逐股一致预期修订与公告事件研究,补券商一致预期和公告后修订
600887.SH,伊利股份,预期,同类利好的边际反应,证据不足,未建立逐股同类事件样本,补事件日与后续5/20日反应
600887.SH,伊利股份,预期,财报披露节点,当期恶化，持续性待确认,2026H1扣非同比-20.2%、CFO同比229.2%,Q3验证持续性
600887.SH,伊利股份,预期,订单、收入与利润的一致性,证据不足,2026H1收入同比4.1%、扣非同比-20.2%，但订单口径未取得,补订单、合同负债和交付
600887.SH,伊利股份,预期,利润与现金流的一致性,有利,2026H1归母57.59亿元、FCF代理84.55亿元,代理口径有限
600887.SH,伊利股份,预期,真实应用与产品验证,有利,入选公司均已有多年法定财务报表和持续收入，核心业务不是未商业化概念,第二增长曲线仍需单独核验
600887.SH,伊利股份,预期,实际业绩与价格隐含预期,有利,现价未超过批量公允价值上限,仍需单股产业与一致预期交叉验证
600886.SH,国投电力,基本面,资本开支规模,有利,2026H1 CFO109.49亿元覆盖资本开支79.13亿元,仍需验证在建项目回报
600886.SH,国投电力,基本面,经营现金流,有利,2026H1 CFO109.49亿元，同比-22.3%,继续与利润转化交叉核验
600886.SH,国投电力,基本面,自由现金流,当期恶化，持续性待确认,2026H1 FCF代理30.36亿元，同比-38.1%,H2验证付款时点和回款
600886.SH,国投电力,基本面,投资资金来源,有利,经营现金流可覆盖本期资本开支,未逐项目核验用途
600886.SH,国投电力,基本面,融资停止后的可持续性,证据不足,现金缓冲与现金流信号分化,补受限资金、授信和债务期限
600886.SH,国投电力,基本面,原材料与中间品成本,当期恶化，持续性待确认,2026H1毛利率同比下降2.68个百分点,需区分原料、价格、产品结构和会计口径
600886.SH,国投电力,基本面,定价权与成本转嫁,当期恶化，持续性待确认,毛利率同比下降2.68个百分点,需补价格、销量和成本归因
600886.SH,国投电力,基本面,营收向利润的转化,证据不足,缺收入或扣非利润同比,补2025H1与2026H1同口径数据
600886.SH,国投电力,基本面,利润向自由现金流的转化,有利,2026H1归母35.35亿元、FCF代理30.36亿元,FCF代理口径仍有限制
600886.SH,国投电力,流动性,通胀,当期恶化，持续性待确认,全国CPI 202608同比0.8%；PPI同比3.8%，较前月3.5%扩大,单月扩大尚不足以确认货币收紧；需继续观察PPI持续性和公司分部成本传导
600886.SH,国投电力,流动性,政策利率与债券收益率,有利,最近可得LPR（20260720）1年/5年为3.00%/3.50%，本年未上调,10年国债收益率接口无权限，未纳入
600886.SH,国投电力,流动性,信用与融资条件,证据不足,202607 M2同比7.7%，单一货币总量不能证明企业信用利差和再融资条件,缺信用利差、债券发行与银行授信
600886.SH,国投电力,流动性,高投资项目对低成本资金的依赖,有利,未同时出现资本开支超过CFO与融资债务明显增加,未逐项目测算ROIC
600886.SH,国投电力,流动性,监管与产业政策,证据不足,本批未逐行业核验2026-09-09前后的监管和产业政策变化,单股决策前补行业政策
600886.SH,国投电力,流动性,ETF申赎,有利,515450份额近20个可得交易日变化1.7%，未见明显赎回,单只ETF不能代表全市场被动资金
600886.SH,国投电力,流动性,基金仓位,证据不足,当日PCF确认成分身份，但未取得全市场基金仓位和集中度变化,补基金季报与主动基金持仓
600886.SH,国投电力,流动性,主线增量资金,证据不足,个股20日资金分档净额-0.04亿元，与ETF份额信号未形成明确同向结论,补机构、产业资本和主动基金证据
600886.SH,国投电力,流动性,融资余额增速,有利,融资余额约40日变化-19.4%，未见快速杠杆扩张,不代表无其他杠杆
600886.SH,国投电力,流动性,新增融资集中度,证据不足,仅取得个股融资余额，未取得同指数和行业新增融资分布,补横截面融资集中度
600886.SH,国投电力,流动性,股价对杠杆资金的依赖,证据不足,融资与价格未形成足以识别边际定价者的证据,需融资变动后的价格响应和多类买盘
600886.SH,国投电力,流动性,龙头表现,证据不足,个股20日回报2.6%，但未完成行业龙头身份和同业相对强弱核验,补行业横截面
600886.SH,国投电力,流动性,市场广度,当期恶化，持续性待确认,2026-09-09全A上涨家数占比32.3%，下跌3642家，单日广度偏弱,需5—20日持续窗口确认
600886.SH,国投电力,流动性,获利资金与回调承接,证据不足,20日价格与资金信号分化或数据缺失,补回调—反弹窗口与大额交易
600886.SH,国投电力,预期,价格隐含的增长年限,有利,现价未高于批量公允价值上限,不代表具备安全边际
600886.SH,国投电力,预期,产业进度与远期预期的距离,证据不足,50家公司均有成熟业务，但本批未逐项读取产业报告和第二增长曲线里程碑,高估值标的需单独补产业进度
600886.SH,国投电力,预期,新信息对盈利预测的推动,证据不足,未取得逐股一致预期修订与公告事件研究,补券商一致预期和公告后修订
600886.SH,国投电力,预期,同类利好的边际反应,证据不足,未建立逐股同类事件样本,补事件日与后续5/20日反应
600886.SH,国投电力,预期,财报披露节点,证据不足,2026H1扣非同比缺失,补法定半年报
600886.SH,国投电力,预期,订单、收入与利润的一致性,证据不足,2026H1收入同比-7.0%、扣非同比未获取到，但订单口径未取得,补订单、合同负债和交付
600886.SH,国投电力,预期,利润与现金流的一致性,有利,2026H1归母35.35亿元、FCF代理30.36亿元,代理口径有限
600886.SH,国投电力,预期,真实应用与产品验证,有利,入选公司均已有多年法定财务报表和持续收入，核心业务不是未商业化概念,第二增长曲线仍需单独核验
600886.SH,国投电力,预期,实际业绩与价格隐含预期,有利,现价未超过批量公允价值上限,仍需单股产业与一致预期交叉验证
600642.SH,申能股份,基本面,资本开支规模,有利,2026H1 CFO40.66亿元覆盖资本开支22.75亿元,仍需验证在建项目回报
600642.SH,申能股份,基本面,经营现金流,有利,2026H1 CFO40.66亿元，同比-3.3%,继续与利润转化交叉核验
600642.SH,申能股份,基本面,自由现金流,有利,2026H1 FCF代理17.90亿元,代理未调整租赁和非现金投资
600642.SH,申能股份,基本面,投资资金来源,有利,经营现金流可覆盖本期资本开支,未逐项目核验用途
600642.SH,申能股份,基本面,融资停止后的可持续性,证据不足,现金缓冲与现金流信号分化,补受限资金、授信和债务期限
600642.SH,申能股份,基本面,原材料与中间品成本,当期恶化，持续性待确认,2026H1毛利率同比下降3.35个百分点,需区分原料、价格、产品结构和会计口径
600642.SH,申能股份,基本面,定价权与成本转嫁,当期恶化，持续性待确认,毛利率同比下降3.35个百分点,需补价格、销量和成本归因
600642.SH,申能股份,基本面,营收向利润的转化,有利,2026H1收入同比-1.8%、扣非同比-1.1%,仍需分部毛利验证
600642.SH,申能股份,基本面,利润向自由现金流的转化,有利,2026H1归母16.83亿元、FCF代理17.90亿元,FCF代理口径仍有限制
600642.SH,申能股份,流动性,通胀,当期恶化，持续性待确认,全国CPI 202608同比0.8%；PPI同比3.8%，较前月3.5%扩大,单月扩大尚不足以确认货币收紧；需继续观察PPI持续性和公司分部成本传导
600642.SH,申能股份,流动性,政策利率与债券收益率,有利,最近可得LPR（20260720）1年/5年为3.00%/3.50%，本年未上调,10年国债收益率接口无权限，未纳入
600642.SH,申能股份,流动性,信用与融资条件,证据不足,202607 M2同比7.7%，单一货币总量不能证明企业信用利差和再融资条件,缺信用利差、债券发行与银行授信
600642.SH,申能股份,流动性,高投资项目对低成本资金的依赖,有利,未同时出现资本开支超过CFO与融资债务明显增加,未逐项目测算ROIC
600642.SH,申能股份,流动性,监管与产业政策,证据不足,本批未逐行业核验2026-09-09前后的监管和产业政策变化,单股决策前补行业政策
600642.SH,申能股份,流动性,ETF申赎,有利,515450份额近20个可得交易日变化1.7%，未见明显赎回,单只ETF不能代表全市场被动资金
600642.SH,申能股份,流动性,基金仓位,证据不足,当日PCF确认成分身份，但未取得全市场基金仓位和集中度变化,补基金季报与主动基金持仓
600642.SH,申能股份,流动性,主线增量资金,证据不足,个股20日资金分档净额0.11亿元，与ETF份额信号未形成明确同向结论,补机构、产业资本和主动基金证据
600642.SH,申能股份,流动性,融资余额增速,有利,融资余额约40日变化-14.6%，未见快速杠杆扩张,不代表无其他杠杆
600642.SH,申能股份,流动性,新增融资集中度,证据不足,仅取得个股融资余额，未取得同指数和行业新增融资分布,补横截面融资集中度
600642.SH,申能股份,流动性,股价对杠杆资金的依赖,证据不足,融资与价格未形成足以识别边际定价者的证据,需融资变动后的价格响应和多类买盘
600642.SH,申能股份,流动性,龙头表现,证据不足,个股20日回报2.8%，但未完成行业龙头身份和同业相对强弱核验,补行业横截面
600642.SH,申能股份,流动性,市场广度,当期恶化，持续性待确认,2026-09-09全A上涨家数占比32.3%，下跌3642家，单日广度偏弱,需5—20日持续窗口确认
600642.SH,申能股份,流动性,获利资金与回调承接,有利,20日资金分档净额0.11亿元、股价回报2.8%,资金分档不等于真实主体
600642.SH,申能股份,预期,价格隐含的增长年限,有利,现价未高于批量公允价值上限,不代表具备安全边际
600642.SH,申能股份,预期,产业进度与远期预期的距离,证据不足,50家公司均有成熟业务，但本批未逐项读取产业报告和第二增长曲线里程碑,高估值标的需单独补产业进度
600642.SH,申能股份,预期,新信息对盈利预测的推动,证据不足,未取得逐股一致预期修订与公告事件研究,补券商一致预期和公告后修订
600642.SH,申能股份,预期,同类利好的边际反应,证据不足,未建立逐股同类事件样本,补事件日与后续5/20日反应
600642.SH,申能股份,预期,财报披露节点,当期恶化，持续性待确认,2026H1扣非同比-1.1%、CFO同比-3.3%,Q3验证持续性
600642.SH,申能股份,预期,订单、收入与利润的一致性,证据不足,2026H1收入同比-1.8%、扣非同比-1.1%，但订单口径未取得,补订单、合同负债和交付
600642.SH,申能股份,预期,利润与现金流的一致性,有利,2026H1归母16.83亿元、FCF代理17.90亿元,代理口径有限
600642.SH,申能股份,预期,真实应用与产品验证,有利,入选公司均已有多年法定财务报表和持续收入，核心业务不是未商业化概念,第二增长曲线仍需单独核验
600642.SH,申能股份,预期,实际业绩与价格隐含预期,有利,现价未超过批量公允价值上限,仍需单股产业与一致预期交叉验证
600600.SH,青岛啤酒,基本面,资本开支规模,有利,2026H1 CFO55.05亿元覆盖资本开支11.09亿元,仍需验证在建项目回报
600600.SH,青岛啤酒,基本面,经营现金流,有利,2026H1 CFO55.05亿元，同比14.7%,继续与利润转化交叉核验
600600.SH,青岛啤酒,基本面,自由现金流,有利,2026H1 FCF代理43.95亿元,代理未调整租赁和非现金投资
600600.SH,青岛啤酒,基本面,投资资金来源,有利,经营现金流可覆盖本期资本开支,未逐项目核验用途
600600.SH,青岛啤酒,基本面,融资停止后的可持续性,有利,严格净现金115.26亿元且2026H1 CFO为正,仍需核验受限资金和到期债务
600600.SH,青岛啤酒,基本面,原材料与中间品成本,有利,2026H1毛利率同比变化+1.17个百分点，未见明显成本吞噬,仍缺分部采购价格
600600.SH,青岛啤酒,基本面,定价权与成本转嫁,有利,毛利率同比提升1.17个百分点，至少未显示当期转嫁恶化,不能仅凭毛利率证明长期定价权
600600.SH,青岛啤酒,基本面,营收向利润的转化,有利,2026H1收入同比-4.1%、扣非同比1.0%,仍需分部毛利验证
600600.SH,青岛啤酒,基本面,利润向自由现金流的转化,有利,2026H1归母39.20亿元、FCF代理43.95亿元,FCF代理口径仍有限制
600600.SH,青岛啤酒,流动性,通胀,当期恶化，持续性待确认,全国CPI 202608同比0.8%；PPI同比3.8%，较前月3.5%扩大,单月扩大尚不足以确认货币收紧；需继续观察PPI持续性和公司分部成本传导
600600.SH,青岛啤酒,流动性,政策利率与债券收益率,有利,最近可得LPR（20260720）1年/5年为3.00%/3.50%，本年未上调,10年国债收益率接口无权限，未纳入
600600.SH,青岛啤酒,流动性,信用与融资条件,证据不足,202607 M2同比7.7%，单一货币总量不能证明企业信用利差和再融资条件,缺信用利差、债券发行与银行授信
600600.SH,青岛啤酒,流动性,高投资项目对低成本资金的依赖,有利,未同时出现资本开支超过CFO与融资债务明显增加,未逐项目测算ROIC
600600.SH,青岛啤酒,流动性,监管与产业政策,证据不足,本批未逐行业核验2026-09-09前后的监管和产业政策变化,单股决策前补行业政策
600600.SH,青岛啤酒,流动性,ETF申赎,有利,515450份额近20个可得交易日变化1.7%，未见明显赎回,单只ETF不能代表全市场被动资金
600600.SH,青岛啤酒,流动性,基金仓位,证据不足,当日PCF确认成分身份，但未取得全市场基金仓位和集中度变化,补基金季报与主动基金持仓
600600.SH,青岛啤酒,流动性,主线增量资金,证据不足,个股20日资金分档净额-0.42亿元，与ETF份额信号未形成明确同向结论,补机构、产业资本和主动基金证据
600600.SH,青岛啤酒,流动性,融资余额增速,有利,融资余额约40日变化-1.5%，未见快速杠杆扩张,不代表无其他杠杆
600600.SH,青岛啤酒,流动性,新增融资集中度,证据不足,仅取得个股融资余额，未取得同指数和行业新增融资分布,补横截面融资集中度
600600.SH,青岛啤酒,流动性,股价对杠杆资金的依赖,证据不足,融资与价格未形成足以识别边际定价者的证据,需融资变动后的价格响应和多类买盘
600600.SH,青岛啤酒,流动性,龙头表现,证据不足,个股20日回报-3.9%，但未完成行业龙头身份和同业相对强弱核验,补行业横截面
600600.SH,青岛啤酒,流动性,市场广度,当期恶化，持续性待确认,2026-09-09全A上涨家数占比32.3%，下跌3642家，单日广度偏弱,需5—20日持续窗口确认
600600.SH,青岛啤酒,流动性,获利资金与回调承接,证据不足,20日价格与资金信号分化或数据缺失,补回调—反弹窗口与大额交易
600600.SH,青岛啤酒,预期,价格隐含的增长年限,有利,现价未高于批量公允价值上限,不代表具备安全边际
600600.SH,青岛啤酒,预期,产业进度与远期预期的距离,证据不足,50家公司均有成熟业务，但本批未逐项读取产业报告和第二增长曲线里程碑,高估值标的需单独补产业进度
600600.SH,青岛啤酒,预期,新信息对盈利预测的推动,证据不足,未取得逐股一致预期修订与公告事件研究,补券商一致预期和公告后修订
600600.SH,青岛啤酒,预期,同类利好的边际反应,证据不足,未建立逐股同类事件样本,补事件日与后续5/20日反应
600600.SH,青岛啤酒,预期,财报披露节点,有利,2026H1扣非同比1.0%，未与CFO形成明确双弱,仍需Q3验证
600600.SH,青岛啤酒,预期,订单、收入与利润的一致性,证据不足,2026H1收入同比-4.1%、扣非同比1.0%，但订单口径未取得,补订单、合同负债和交付
600600.SH,青岛啤酒,预期,利润与现金流的一致性,有利,2026H1归母39.20亿元、FCF代理43.95亿元,代理口径有限
600600.SH,青岛啤酒,预期,真实应用与产品验证,有利,入选公司均已有多年法定财务报表和持续收入，核心业务不是未商业化概念,第二增长曲线仍需单独核验
600600.SH,青岛啤酒,预期,实际业绩与价格隐含预期,有利,现价未超过批量公允价值上限,仍需单股产业与一致预期交叉验证
600519.SH,贵州茅台,基本面,资本开支规模,有利,2026H1 CFO706.91亿元覆盖资本开支8.32亿元,仍需验证在建项目回报
600519.SH,贵州茅台,基本面,经营现金流,有利,2026H1 CFO706.91亿元，同比438.8%,继续与利润转化交叉核验
600519.SH,贵州茅台,基本面,自由现金流,有利,2026H1 FCF代理698.59亿元,代理未调整租赁和非现金投资
600519.SH,贵州茅台,基本面,投资资金来源,有利,经营现金流可覆盖本期资本开支,未逐项目核验用途
600519.SH,贵州茅台,基本面,融资停止后的可持续性,有利,严格净现金534.62亿元且2026H1 CFO为正,仍需核验受限资金和到期债务
600519.SH,贵州茅台,基本面,原材料与中间品成本,有利,2026H1毛利率同比变化-1.74个百分点，未见明显成本吞噬,仍缺分部采购价格
600519.SH,贵州茅台,基本面,定价权与成本转嫁,证据不足,毛利率变化不足以识别价格与成本转嫁机制,补产品价格和单位成本
600519.SH,贵州茅台,基本面,营收向利润的转化,不利信号出现,2026H1收入同比1.5%但扣非同比-2.0%，出现增收不增利,H2验证利润率是否修复
600519.SH,贵州茅台,基本面,利润向自由现金流的转化,有利,2026H1归母445.17亿元、FCF代理698.59亿元,FCF代理口径仍有限制
600519.SH,贵州茅台,流动性,通胀,当期恶化，持续性待确认,全国CPI 202608同比0.8%；PPI同比3.8%，较前月3.5%扩大,单月扩大尚不足以确认货币收紧；需继续观察PPI持续性和公司分部成本传导
600519.SH,贵州茅台,流动性,政策利率与债券收益率,有利,最近可得LPR（20260720）1年/5年为3.00%/3.50%，本年未上调,10年国债收益率接口无权限，未纳入
600519.SH,贵州茅台,流动性,信用与融资条件,证据不足,202607 M2同比7.7%，单一货币总量不能证明企业信用利差和再融资条件,缺信用利差、债券发行与银行授信
600519.SH,贵州茅台,流动性,高投资项目对低成本资金的依赖,有利,未同时出现资本开支超过CFO与融资债务明显增加,未逐项目测算ROIC
600519.SH,贵州茅台,流动性,监管与产业政策,证据不足,本批未逐行业核验2026-09-09前后的监管和产业政策变化,单股决策前补行业政策
600519.SH,贵州茅台,流动性,ETF申赎,有利,515450份额近20个可得交易日变化1.7%，未见明显赎回,单只ETF不能代表全市场被动资金
600519.SH,贵州茅台,流动性,基金仓位,证据不足,当日PCF确认成分身份，但未取得全市场基金仓位和集中度变化,补基金季报与主动基金持仓
600519.SH,贵州茅台,流动性,主线增量资金,证据不足,个股20日资金分档净额-1.47亿元，与ETF份额信号未形成明确同向结论,补机构、产业资本和主动基金证据
600519.SH,贵州茅台,流动性,融资余额增速,有利,融资余额约40日变化-8.2%，未见快速杠杆扩张,不代表无其他杠杆
600519.SH,贵州茅台,流动性,新增融资集中度,证据不足,仅取得个股融资余额，未取得同指数和行业新增融资分布,补横截面融资集中度
600519.SH,贵州茅台,流动性,股价对杠杆资金的依赖,证据不足,融资与价格未形成足以识别边际定价者的证据,需融资变动后的价格响应和多类买盘
600519.SH,贵州茅台,流动性,龙头表现,证据不足,个股20日回报-3.9%，但未完成行业龙头身份和同业相对强弱核验,补行业横截面
600519.SH,贵州茅台,流动性,市场广度,当期恶化，持续性待确认,2026-09-09全A上涨家数占比32.3%，下跌3642家，单日广度偏弱,需5—20日持续窗口确认
600519.SH,贵州茅台,流动性,获利资金与回调承接,证据不足,20日价格与资金信号分化或数据缺失,补回调—反弹窗口与大额交易
600519.SH,贵州茅台,预期,价格隐含的增长年限,有利,现价未高于批量公允价值上限,不代表具备安全边际
600519.SH,贵州茅台,预期,产业进度与远期预期的距离,证据不足,50家公司均有成熟业务，但本批未逐项读取产业报告和第二增长曲线里程碑,高估值标的需单独补产业进度
600519.SH,贵州茅台,预期,新信息对盈利预测的推动,证据不足,未取得逐股一致预期修订与公告事件研究,补券商一致预期和公告后修订
600519.SH,贵州茅台,预期,同类利好的边际反应,证据不足,未建立逐股同类事件样本,补事件日与后续5/20日反应
600519.SH,贵州茅台,预期,财报披露节点,当期恶化，持续性待确认,2026H1扣非同比-2.0%、CFO同比438.8%,Q3验证持续性
600519.SH,贵州茅台,预期,订单、收入与利润的一致性,证据不足,2026H1收入同比1.5%、扣非同比-2.0%，但订单口径未取得,补订单、合同负债和交付
600519.SH,贵州茅台,预期,利润与现金流的一致性,有利,2026H1归母445.17亿元、FCF代理698.59亿元,代理口径有限
600519.SH,贵州茅台,预期,真实应用与产品验证,有利,入选公司均已有多年法定财务报表和持续收入，核心业务不是未商业化概念,第二增长曲线仍需单独核验
600519.SH,贵州茅台,预期,实际业绩与价格隐含预期,有利,现价未超过批量公允价值上限,仍需单股产业与一致预期交叉验证
600377.SH,宁沪高速,基本面,资本开支规模,不利信号出现,2026H1资本开支41.47亿元高于CFO36.03亿元，2025H1亦如此,下一期验证缺口是否延续及项目回报
600377.SH,宁沪高速,基本面,经营现金流,有利,2026H1 CFO36.03亿元，同比9.9%,继续与利润转化交叉核验
600377.SH,宁沪高速,基本面,自由现金流,不利信号出现,FCF代理连续两个H1为负：-13.51亿元→-5.44亿元,H2验证现金缺口和融资来源
600377.SH,宁沪高速,基本面,投资资金来源,不利信号出现,CFO不足覆盖资本开支且筹资现金流为33.11亿元,验证外部融资是否为项目延续必要条件
600377.SH,宁沪高速,基本面,融资停止后的可持续性,当期恶化，持续性待确认,净负债307.00亿元且FCF代理为负,需验证再融资依赖和债务到期梯度
600377.SH,宁沪高速,基本面,原材料与中间品成本,有利,2026H1毛利率同比变化+1.43个百分点，未见明显成本吞噬,仍缺分部采购价格
600377.SH,宁沪高速,基本面,定价权与成本转嫁,有利,毛利率同比提升1.43个百分点，至少未显示当期转嫁恶化,不能仅凭毛利率证明长期定价权
600377.SH,宁沪高速,基本面,营收向利润的转化,证据不足,缺收入或扣非利润同比,补2025H1与2026H1同口径数据
600377.SH,宁沪高速,基本面,利润向自由现金流的转化,不利信号出现,归母利润为正但FCF代理连续两个H1为负，本期-5.44亿元,核验应收、存货和资本开支
